@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 {0,1,2,3}
@attribute outputs-3 {0,1,2,3}
@attribute outputs-4 {0,1,2,3}

@data
289,'2018/02/24 11:54:44:478',3,-39.548286,-35.635033,-10.348999,?,?,?,?
290,'2018/02/24 11:54:44:507',3,-38.241943,-35.516705,-10.382294,?,?,?,?
291,'2018/02/24 11:54:44:541',3,-37.485126,-35.456924,-10.386673,?,?,?,?
292,'2018/02/24 11:54:44:573',3,-37.016766,-35.41993,-10.374863,?,?,?,?
293,'2018/02/24 11:54:44:607',3,-36.707569,-35.383377,-10.338165,?,?,?,?
294,'2018/02/24 11:54:44:643',3,-36.453957,-35.344982,-10.299622,?,?,?,?
295,'2018/02/24 11:54:44:673',3,-31.874439,-34.63937,-12.603424,?,?,?,?
296,'2018/02/24 11:54:44:708',3,-28.530664,-32.977417,-14.94165,?,?,?,?
297,'2018/02/24 11:54:44:739',3,-25.262131,-32.634098,-17.105042,?,?,?,?
298,'2018/02/24 11:54:44:774',3,-23.989246,-32.130981,-18.090485,?,?,?,?
299,'2018/02/24 11:54:44:808',3,-19.597425,-31.655533,-20.975433,?,?,?,?
300,'2018/02/24 11:54:44:842',3,-17.508984,-31.390511,-22.437042,?,?,?,?
301,'2018/02/24 11:54:44:876',3,-15.410062,-31.24128,-23.971031,?,?,?,?
302,'2018/02/24 11:54:44:910',3,-13.371231,-30.903547,-25.368851,?,?,?,?
303,'2018/02/24 11:54:44:941',3,-10.414055,-30.696545,-27.389008,?,?,?,?
304,'2018/02/24 11:54:44:971',3,-9.709562,-29.763622,-28.074196,?,?,?,?
305,'2018/02/24 11:54:45:010',3,-8.736749,-29.328613,-28.53244,?,?,?,?
306,'2018/02/24 11:54:45:042',3,-8.016577,-29.0495,-28.804245,?,?,?,?
307,'2018/02/24 11:54:45:075',3,-1.397473,-29.282486,-31.232384,?,?,?,?
308,'2018/02/24 11:54:45:111',3,2.15055,-29.19899,-32.713936,?,?,?,?
309,'2018/02/24 11:54:45:139',3,3.914396,-29.01368,-33.327156,?,?,?,?
310,'2018/02/24 11:54:45:174',3,5.021973,-27.981342,-34.671616,?,?,?,?
311,'2018/02/24 11:54:45:211',3,12.453554,-27.637524,-35.526352,?,?,?,?
312,'2018/02/24 11:54:45:243',3,16.027733,-26.983555,-37.066589,?,?,?,?
313,'2018/02/24 11:54:45:278',3,17.646038,-26.517668,-37.917168,?,?,?,?
314,'2018/02/24 11:54:45:314',3,26.597805,-27.170925,-35.559181,?,?,?,?
315,'2018/02/24 11:54:45:344',3,33.411518,-28.639805,-33.003815,?,?,?,?
316,'2018/02/24 11:54:45:375',3,39.793396,-29.544443,-29.777046,?,?,?,?
317,'2018/02/24 11:54:45:410',3,44.085373,-30.204494,-27.090981,?,?,?,?
318,'2018/02/24 11:54:45:439',3,47.118603,-30.561676,-24.753197,?,?,?,?
319,'2018/02/24 11:54:45:476',3,49.03236,-30.719429,-22.985107,?,?,?,?
320,'2018/02/24 11:54:45:514',3,50.66748,-30.688263,-20.992279,?,?,?,?
321,'2018/02/24 11:54:45:543',3,51.833576,-30.50654,-19.716217,?,?,?,?
322,'2018/02/24 11:54:45:575',3,52.913746,-30.100197,-18.500137,?,?,?,?
323,'2018/02/24 11:54:45:610',3,56.288582,-27.716278,-17.529465,?,?,?,?
324,'2018/02/24 11:54:45:639',3,59.138771,-25.569839,-17.238632,?,?,?,?
325,'2018/02/24 11:54:45:675',3,60.484581,-24.606773,-16.792206,?,?,?,?
326,'2018/02/24 11:54:45:712',3,61.300041,-24.048199,-16.269028,?,?,?,?
327,'2018/02/24 11:54:45:741',3,61.565331,-23.856171,-15.021896,?,?,?,?
328,'2018/02/24 11:54:45:774',3,61.744457,-23.785721,-13.961365,?,?,?,?
329,'2018/02/24 11:54:45:807',3,61.912682,-23.756208,-13.077011,?,?,?,?
330,'2018/02/24 11:54:45:844',3,62.044876,-23.731529,-12.317261,?,?,?,?
331,'2018/02/24 11:54:45:877',3,62.151688,-23.695868,-11.602783,?,?,?,?
332,'2018/02/24 11:54:45:912',3,62.231857,-23.655468,-10.940765,?,?,?,?
333,'2018/02/24 11:54:45:942',3,62.276981,-23.602472,-10.289963,?,?,?,?
334,'2018/02/24 11:54:45:977',3,62.288307,-23.502811,-9.591599,?,?,?,?
335,'2018/02/24 11:54:46:021',3,62.276848,-23.416658,-8.875061,?,?,?,?
336,'2018/02/24 11:54:46:055',3,62.246738,-23.35817,-8.146393,?,?,?,?
337,'2018/02/24 11:54:46:080',3,62.16526,-23.335127,-7.366699,?,?,?,?
338,'2018/02/24 11:54:46:107',3,62.031467,-23.351803,-6.541397,?,?,?,?
339,'2018/02/24 11:54:46:142',3,61.823483,-23.41666,-5.574188,?,?,?,?
340,'2018/02/24 11:54:46:178',3,61.341156,-23.573158,-4.432343,?,?,?,?
341,'2018/02/24 11:54:46:207',3,60.769253,-23.769974,-3.288956,?,?,?,?
342,'2018/02/24 11:54:46:243',3,60.060692,-23.996813,-2.202667,?,?,?,?
343,'2018/02/24 11:54:46:274',3,59.957699,-24.228813,-1.271225,?,?,?,?
344,'2018/02/24 11:54:46:311',3,59.541718,-24.491259,-0.445755,?,?,?,?
345,'2018/02/24 11:54:46:343',3,58.711979,-24.791651,0.366928,?,?,?,?
346,'2018/02/24 11:54:46:378',3,57.879105,-25.220139,0.941544,?,?,?,?
347,'2018/02/24 11:54:46:409',3,57.458534,-25.791889,1.469803,?,?,?,?
348,'2018/02/24 11:54:46:442',3,57.462822,-26.26347,1.958374,?,?,?,?
349,'2018/02/24 11:54:46:478',3,57.796654,-26.824135,2.437317,?,?,?,?
350,'2018/02/24 11:54:46:510',3,58.108078,-27.290472,2.890213,?,?,?,?
351,'2018/02/24 11:54:46:545',3,57.532459,-27.923622,3.451874,?,?,?,?
352,'2018/02/24 11:54:46:579',3,58.06266,-28.94313,6.677963,?,?,?,?
353,'2018/02/24 11:54:46:608',3,59.704475,-30.019112,8.828384,?,?,?,?
354,'2018/02/24 11:54:46:644',3,59.077049,-30.143078,10.891769,?,?,?,?
355,'2018/02/24 11:54:46:676',3,58.230808,-30.045128,13.102936,?,?,?,?
356,'2018/02/24 11:54:46:713',3,57.208672,-29.326759,14.908241,?,?,?,?
357,'2018/02/24 11:54:46:749',3,56.107792,-28.44474,16.486443,?,?,?,?
358,'2018/02/24 11:54:46:779',3,57.481102,-30.797367,18.528984,?,?,?,?
359,'2018/02/24 11:54:46:810',3,54.460373,-28.130104,20.206573,?,?,?,?
360,'2018/02/24 11:54:46:842',3,51.021023,-21.202417,21.945419,?,?,?,?
361,'2018/02/24 11:54:46:878',3,46.117985,-18.069176,17.714874,?,?,?,?
362,'2018/02/24 11:54:46:911',3,40.214863,-16.025299,17.040428,?,?,?,?
363,'2018/02/24 11:54:46:948',3,37.791271,-15.349556,15.81562,?,?,?,?
364,'2018/02/24 11:54:46:980',3,36.369064,-15.205357,14.760742,?,?,?,?
365,'2018/02/24 11:54:47:010',3,35.650806,-15.475058,14.110764,?,?,?,?
366,'2018/02/24 11:54:47:042',3,35.464722,-16.022957,13.739166,?,?,?,?
367,'2018/02/24 11:54:47:072',3,35.480991,-16.590809,13.387848,?,?,?,?
368,'2018/02/24 11:54:47:109',3,35.765789,-17.161104,13.364456,?,?,?,?
369,'2018/02/24 11:54:47:144',3,40.201084,-17.199987,13.851486,?,?,?,?
370,'2018/02/24 11:54:47:173',3,38.911816,-21.560339,12.21122,?,?,?,?
371,'2018/02/24 11:55:01:067',4,12.48021,-71.0588,-19.755821,?,?,?,?
372,'2018/02/24 11:55:01:092',4,12.569057,-71.178162,-20.825676,?,?,?,?
373,'2018/02/24 11:55:01:122',4,9.265934,-42.748119,-34.672371,?,?,?,?
374,'2018/02/24 11:55:01:158',4,8.968831,-38.843746,-38.872284,?,?,?,?
375,'2018/02/24 11:55:01:190',4,9.333045,-36.665001,-42.121529,?,?,?,?
376,'2018/02/24 11:55:01:222',4,10.008455,-37.136471,-42.628662,?,?,?,?
377,'2018/02/24 11:55:01:264',4,10.517479,-36.972858,-43.432632,?,?,?,?
378,'2018/02/24 11:55:01:291',4,11.830939,-30.740437,-52.979088,?,?,?,?
379,'2018/02/24 11:55:01:324',4,12.572379,-28.391029,-58.002342,?,?,?,?
380,'2018/02/24 11:55:01:362',4,12.974494,-27.097525,-60.295143,?,?,?,?
381,'2018/02/24 11:55:01:389',4,13.073174,-26.162706,-61.831047,?,?,?,?
382,'2018/02/24 11:55:01:422',4,12.832836,-25.523434,-62.612595,?,?,?,?
383,'2018/02/24 11:55:01:472',4,12.39234,-25.16765,-62.728798,?,?,?,?
384,'2018/02/24 11:55:01:498',4,11.919985,-25.178101,-62.264984,?,?,?,?
385,'2018/02/24 11:55:01:522',4,11.479568,-25.400387,-61.578629,?,?,?,?
386,'2018/02/24 11:55:01:558',4,11.159512,-25.690479,-60.932579,?,?,?,?
387,'2018/02/24 11:55:01:593',4,10.978737,-25.916952,-60.561829,?,?,?,?
388,'2018/02/24 11:55:01:625',4,10.845919,-26.172237,-60.311409,?,?,?,?
389,'2018/02/24 11:55:01:666',4,10.793014,-26.434252,-60.027565,?,?,?,?
390,'2018/02/24 11:55:01:689',4,10.778358,-26.701195,-59.953674,?,?,?,?
391,'2018/02/24 11:55:01:724',4,10.802568,-26.890116,-60.071663,?,?,?,?
392,'2018/02/24 11:55:01:761',4,10.86466,-26.978844,-60.219803,?,?,?,?
393,'2018/02/24 11:55:01:791',4,10.916908,-27.046053,-60.299927,?,?,?,?
394,'2018/02/24 11:55:01:821',4,11.036114,-27.0285,-60.519722,?,?,?,?
395,'2018/02/24 11:55:01:862',4,11.128626,-27.024181,-60.678047,?,?,?,?
396,'2018/02/24 11:55:01:891',4,11.186021,-27.02187,-60.742584,?,?,?,?
397,'2018/02/24 11:55:01:923',4,11.242905,-27.021114,-60.79184,?,?,?,?
398,'2018/02/24 11:55:01:958',4,11.37143,-26.890167,-60.828293,?,?,?,?
399,'2018/02/24 11:55:01:989',4,11.456511,-26.801893,-60.792206,?,?,?,?
400,'2018/02/24 11:55:02:025',4,11.515399,-26.745953,-60.704254,?,?,?,?
401,'2018/02/24 11:55:02:064',4,11.541323,-26.707516,-60.588837,?,?,?,?
402,'2018/02/24 11:55:02:092',4,11.742339,-26.522863,-60.607834,?,?,?,?
403,'2018/02/24 11:55:02:120',4,11.929691,-26.294407,-60.567451,?,?,?,?
404,'2018/02/24 11:55:02:162',4,12.058314,-26.042263,-60.251297,?,?,?,?
405,'2018/02/24 11:55:02:191',4,12.212439,-25.748507,-59.859673,?,?,?,?
406,'2018/02/24 11:55:02:220',4,12.514243,-25.397396,-58.860062,?,?,?,?
407,'2018/02/24 11:55:02:266',4,13.038515,-24.888783,-55.637993,?,?,?,?
408,'2018/02/24 11:55:02:293',4,13.348766,-24.277857,-53.668434,?,?,?,?
409,'2018/02/24 11:55:02:321',4,13.50944,-23.554913,-52.374588,?,?,?,?
410,'2018/02/24 11:55:02:360',4,13.653143,-22.738218,-50.81208,?,?,?,?
411,'2018/02/24 11:55:02:392',4,13.866518,-21.902582,-48.396286,?,?,?,?
412,'2018/02/24 11:55:02:427',4,14.001879,-21.28339,-46.274055,?,?,?,?
413,'2018/02/24 11:55:02:460',4,14.091204,-20.479513,-43.929199,?,?,?,?
414,'2018/02/24 11:55:02:501',4,14.411216,-20.350157,-41.592827,?,?,?,?
415,'2018/02/24 11:55:02:527',4,14.534,-20.03849,-40.577248,?,?,?,?
416,'2018/02/24 11:55:02:557',4,16.258442,-22.120081,-34.847153,?,?,?,?
417,'2018/02/24 11:55:02:592',4,17.348839,-22.557287,-30.396881,?,?,?,?
418,'2018/02/24 11:55:02:630',4,17.798267,-22.598753,-28.566498,?,?,?,?
419,'2018/02/24 11:55:02:665',4,18.084553,-22.191216,-26.648804,?,?,?,?
420,'2018/02/24 11:55:02:699',4,18.170732,-21.674883,-24.963562,?,?,?,?
421,'2018/02/24 11:55:02:728',4,18.418507,-21.851189,-22.604172,?,?,?,?
422,'2018/02/24 11:55:02:758',4,18.615181,-21.905737,-20.561432,?,?,?,?
423,'2018/02/24 11:55:02:789',4,17.538572,-19.177671,-18.434265,?,?,?,?
424,'2018/02/24 11:55:02:827',4,16.644363,-17.470829,-17.327805,?,?,?,?
425,'2018/02/24 11:55:02:860',4,20.931292,-20.23439,-11.600998,?,?,?,?
426,'2018/02/24 11:55:02:900',4,22.766092,-21.235277,-9.023209,?,?,?,?
427,'2018/02/24 11:55:02:930',4,23.667324,-21.833193,-5.312332,?,?,?,?
428,'2018/02/24 11:55:02:958',4,24.206699,-22.052788,-3.982544,?,?,?,?
429,'2018/02/24 11:55:02:993',4,24.13608,-20.625702,-2.465164,?,?,?,?
430,'2018/02/24 11:55:03:029',4,24.051481,-19.717068,-1.443741,?,?,?,?
431,'2018/02/24 11:55:03:060',4,24.309139,-19.158375,0.161209,?,?,?,?
432,'2018/02/24 11:55:03:093',4,24.515747,-18.789387,1.228333,?,?,?,?
433,'2018/02/24 11:55:03:127',4,25.284924,-19.702511,5.114456,?,?,?,?
434,'2018/02/24 11:55:03:161',4,23.452307,-20.345255,7.928482,?,?,?,?
435,'2018/02/24 11:55:03:190',4,22.984493,-20.443636,9.213272,?,?,?,?
436,'2018/02/24 11:55:03:228',4,22.820736,-20.542704,10.006332,?,?,?,?
437,'2018/02/24 11:55:03:260',4,25.348866,-25.775002,12.1875,?,?,?,?
438,'2018/02/24 11:55:03:294',4,27.48534,-29.198887,12.955719,?,?,?,?
439,'2018/02/24 11:55:03:327',4,28.132607,-30.358164,13.413651,?,?,?,?
440,'2018/02/24 11:55:03:357',4,28.423904,-31.200975,13.783264,?,?,?,?
441,'2018/02/24 11:55:03:393',4,28.342453,-31.70039,13.988983,?,?,?,?
442,'2018/02/24 11:55:03:428',4,27.766338,-31.80714,14.009521,?,?,?,?
443,'2018/02/24 11:55:03:458',4,27.193501,-31.727377,13.947449,?,?,?,?
444,'2018/02/24 11:55:03:489',4,26.908777,-31.734156,13.93631,?,?,?,?
445,'2018/02/24 11:55:03:531',4,26.652544,-31.686455,13.901855,?,?,?,?
446,'2018/02/24 11:55:03:558',4,26.323141,-31.454096,13.731354,?,?,?,?
447,'2018/02/24 11:55:03:593',4,26.128479,-31.306374,13.598679,?,?,?,?
448,'2018/02/24 11:55:03:629',4,25.979019,-31.13315,13.36618,?,?,?,?
449,'2018/02/24 11:55:03:662',4,21.767208,-26.347942,12.311768,?,?,?,?
450,'2018/02/24 11:55:03:700',4,19.270769,-23.195429,10.932587,?,?,?,?
451,'2018/02/24 11:55:03:730',4,21.42289,-20.444788,7.345078,?,?,?,?
452,'2018/02/24 11:55:03:758',4,22.261641,-18.801041,4.885269,?,?,?,?
453,'2018/02/24 11:55:03:793',4,23.882221,-18.222609,1.288544,?,?,?,?
454,'2018/02/24 11:55:03:829',4,25.160828,-18.168396,-2.159409,?,?,?,?
455,'2018/02/24 11:55:03:861',4,25.916803,-18.664238,-5.873398,?,?,?,?
456,'2018/02/24 11:55:03:897',4,25.684902,-18.983932,-9.474487,?,?,?,?
457,'2018/02/24 11:55:03:937',4,24.59362,-18.829117,-11.66803,?,?,?,?
458,'2018/02/24 11:55:03:963',4,22.476231,-20.133377,-15.509659,?,?,?,?
459,'2018/02/24 11:55:03:994',4,20.579239,-20.709475,-18.764877,?,?,?,?
460,'2018/02/24 11:55:04:027',4,18.461578,-20.840876,-22.896683,?,?,?,?
461,'2018/02/24 11:55:04:057',4,17.176107,-21.521811,-26.518356,?,?,?,?
462,'2018/02/24 11:55:04:096',4,16.010206,-22.453211,-31.01474,?,?,?,?
463,'2018/02/24 11:55:04:136',4,15.128159,-23.229725,-34.793915,?,?,?,?
464,'2018/02/24 11:55:04:166',4,13.972778,-23.607691,-39.46508,?,?,?,?
465,'2018/02/24 11:55:04:193',4,12.995158,-23.701609,-43.331337,?,?,?,?
466,'2018/02/24 11:55:04:228',4,12.135802,-23.905861,-46.832756,?,?,?,?
467,'2018/02/24 11:55:04:261',4,11.559498,-24.285349,-49.598549,?,?,?,?
468,'2018/02/24 11:55:04:296',4,11.184187,-24.974075,-52.097198,?,?,?,?
469,'2018/02/24 11:55:04:332',4,10.806964,-25.616245,-54.600243,?,?,?,?
470,'2018/02/24 11:55:04:360',4,10.563801,-26.036411,-56.584862,?,?,?,?
471,'2018/02/24 11:55:04:392',4,10.252747,-26.219862,-58.708527,?,?,?,?
472,'2018/02/24 11:55:04:428',4,10.055688,-26.098787,-60.626328,?,?,?,?
473,'2018/02/24 11:55:04:460',4,9.864206,-25.688629,-62.502884,?,?,?,?
474,'2018/02/24 11:55:04:497',4,9.750252,-25.187729,-64.070412,?,?,?,?
475,'2018/02/24 11:55:04:534',4,9.642133,-24.582952,-65.535408,?,?,?,?
476,'2018/02/24 11:55:04:561',4,10.604862,-24.324749,-62.9459,?,?,?,?
477,'2018/02/24 11:55:04:593',4,10.015955,-23.172523,-61.305412,?,?,?,?
478,'2018/02/24 11:55:04:626',4,10.118029,-21.789532,-58.454292,?,?,?,?
479,'2018/02/24 11:55:04:661',4,9.698694,-20.971748,-57.778313,?,?,?,?
480,'2018/02/24 11:55:04:693',4,9.376055,-20.428886,-57.327271,?,?,?,?
481,'2018/02/24 11:55:04:729',4,8.86748,-20.168083,-57.439453,?,?,?,?
482,'2018/02/24 11:55:04:764',4,8.002126,-20.194098,-58.448105,?,?,?,?
483,'2018/02/24 11:55:04:796',4,7.306148,-20.242867,-59.333809,?,?,?,?
484,'2018/02/24 11:55:04:829',4,6.831197,-20.263298,-59.940605,?,?,?,?
485,'2018/02/24 11:55:04:861',4,6.345904,-20.352009,-60.651451,?,?,?,?
486,'2018/02/24 11:55:04:898',4,5.980144,-20.408363,-61.212288,?,?,?,?
487,'2018/02/24 11:55:04:927',4,5.7833,-20.44762,-61.455254,?,?,?,?
488,'2018/02/24 11:55:04:967',4,5.648307,-20.497366,-61.612198,?,?,?,?
489,'2018/02/24 11:55:04:993',4,4.311795,-20.062569,-66.316536,?,?,?,?
490,'2018/02/24 11:55:05:027',4,3.671512,-19.830242,-68.628052,?,?,?,?
491,'2018/02/24 11:55:05:064',4,3.413171,-19.91848,-69.536331,?,?,?,?
492,'2018/02/24 11:55:05:096',4,3.974756,-20.310722,-68.897087,?,?,?,?
493,'2018/02/24 11:55:05:128',4,5.842802,-21.898338,-65.130592,?,?,?,?
494,'2018/02/24 11:55:05:168',4,7.371339,-23.640526,-62.075813,?,?,?,?
495,'2018/02/24 11:55:05:196',4,8.556713,-25.084263,-59.762253,?,?,?,?
496,'2018/02/24 11:55:05:225',4,9.454998,-25.132603,-57.593163,?,?,?,?
497,'2018/02/24 11:55:05:265',4,10.796895,-24.198961,-53.71254,?,?,?,?
498,'2018/02/24 11:55:05:297',4,11.451078,-23.873077,-51.76754,?,?,?,?
499,'2018/02/24 11:55:05:328',4,12.170245,-22.929459,-49.257973,?,?,?,?
500,'2018/02/24 11:55:05:379',4,12.760026,-22.135851,-46.912361,?,?,?,?
501,'2018/02/24 11:55:05:405',4,13.369323,-21.537201,-44.429718,?,?,?,?
502,'2018/02/24 11:55:05:429',4,14.309297,-21.093002,-41.422165,?,?,?,?
503,'2018/02/24 11:55:05:461',4,15.343298,-20.169823,-38.169304,?,?,?,?
504,'2018/02/24 11:55:05:497',4,15.876064,-18.804428,-35.899307,?,?,?,?
505,'2018/02/24 11:55:05:528',4,16.55706,-17.003996,-32.532959,?,?,?,?
506,'2018/02/24 11:55:05:573',4,17.489746,-17.444117,-29.7108,?,?,?,?
507,'2018/02/24 11:55:05:602',4,19.373278,-20.975855,-25.956879,?,?,?,?
508,'2018/02/24 11:55:05:625',4,20.273754,-22.635368,-23.194305,?,?,?,?
509,'2018/02/24 11:55:05:667',4,20.738571,-22.605532,-21.019119,?,?,?,?
510,'2018/02/24 11:55:05:694',4,21.162394,-21.929874,-18.922318,?,?,?,?
511,'2018/02/24 11:55:05:725',4,23.312946,-22.11153,-15.037338,?,?,?,?
512,'2018/02/24 11:55:05:767',4,26.163113,-23.688953,-10.181061,?,?,?,?
513,'2018/02/24 11:55:05:799',4,27.625107,-24.34996,-7.543304,?,?,?,?
514,'2018/02/24 11:55:05:827',4,27.214947,-22.942913,-4.120438,?,?,?,?
515,'2018/02/24 11:55:05:865',4,25.493282,-20.259317,-1.227875,?,?,?,?
516,'2018/02/24 11:55:05:899',4,24.762131,-19.255638,0.483368,?,?,?,?
517,'2018/02/24 11:55:05:929',4,24.242325,-18.879299,2.092163,?,?,?,?
518,'2018/02/24 11:55:05:963',4,24.40473,-20.335363,6.213272,?,?,?,?
519,'2018/02/24 11:55:06:002',4,24.138634,-22.36957,10.156845,?,?,?,?
520,'2018/02/24 11:55:06:026',4,24.096869,-24.21118,12.371841,?,?,?,?
521,'2018/02/24 11:55:06:065',4,23.975788,-24.838236,13.930115,?,?,?,?
522,'2018/02/24 11:55:06:098',4,24.105713,-25.218855,15.220261,?,?,?,?
523,'2018/02/24 11:55:06:135',4,23.967228,-25.750015,16.576797,?,?,?,?
524,'2018/02/24 11:55:06:169',4,23.851992,-25.991035,17.440231,?,?,?,?
525,'2018/02/24 11:55:06:202',4,23.670744,-26.089508,18.151962,?,?,?,?
526,'2018/02/24 11:55:06:233',4,23.470865,-26.167683,18.681046,?,?,?,?
527,'2018/02/24 11:55:06:265',4,22.882236,-26.055134,19.328812,?,?,?,?
528,'2018/02/24 11:55:06:298',4,22.435255,-26.150494,19.682953,?,?,?,?
529,'2018/02/24 11:55:06:335',4,22.09853,-26.157383,19.922424,?,?,?,?
530,'2018/02/24 11:55:06:368',4,21.807613,-26.165577,20.052322,?,?,?,?
531,'2018/02/24 11:55:06:407',4,21.61237,-25.964935,19.98851,?,?,?,?
532,'2018/02/24 11:55:06:429',4,21.596825,-25.198421,19.193298,?,?,?,?
533,'2018/02/24 11:55:06:467',4,21.798038,-22.556498,17.186752,?,?,?,?
534,'2018/02/24 11:55:06:495',4,24.063478,-21.777613,11.162949,?,?,?,?
535,'2018/02/24 11:55:06:535',4,25.869694,-21.006985,5.473083,?,?,?,?
536,'2018/02/24 11:55:06:566',4,27.08132,-21.000763,-1.350189,?,?,?,?
537,'2018/02/24 11:55:06:604',4,27.3027,-21.521088,-7.982513,?,?,?,?
538,'2018/02/24 11:55:06:633',4,26.741747,-24.945303,-15.223114,?,?,?,?
539,'2018/02/24 11:55:06:667',4,25.023603,-28.212788,-19.146637,?,?,?,?
540,'2018/02/24 11:55:06:694',4,23.538376,-28.998013,-22.8591,?,?,?,?
541,'2018/02/24 11:55:06:730',4,21.72826,-29.722775,-26.089676,?,?,?,?
542,'2018/02/24 11:55:06:766',4,18.71138,-28.534546,-29.901443,?,?,?,?
543,'2018/02/24 11:55:06:806',4,16.947689,-27.983633,-32.086884,?,?,?,?
544,'2018/02/24 11:55:06:837',4,14.362242,-26.117558,-35.469627,?,?,?,?
545,'2018/02/24 11:55:06:861',4,13.564651,-28.006359,-38.973839,?,?,?,?
546,'2018/02/24 11:55:06:898',4,12.259607,-27.387981,-41.423027,?,?,?,?
547,'2018/02/24 11:55:06:934',4,11.63165,-27.405487,-43.097427,?,?,?,?
548,'2018/02/24 11:55:06:967',4,10.585614,-26.880716,-46.263863,?,?,?,?
549,'2018/02/24 11:55:07:000',4,9.957098,-26.922905,-48.861816,?,?,?,?
550,'2018/02/24 11:55:07:038',4,9.352299,-27.090221,-52.001534,?,?,?,?
551,'2018/02/24 11:55:07:061',4,8.907072,-27.229452,-54.722961,?,?,?,?
552,'2018/02/24 11:55:07:093',4,8.522339,-27.382853,-57.086548,?,?,?,?
553,'2018/02/24 11:55:07:133',4,8.253876,-27.261831,-59.005241,?,?,?,?
554,'2018/02/24 11:55:07:170',4,8.089278,-26.68269,-60.504631,?,?,?,?
555,'2018/02/24 11:55:07:196',4,7.807662,-25.975685,-61.77272,?,?,?,?
556,'2018/02/24 11:55:07:233',4,7.373715,-23.833862,-62.757385,?,?,?,?
557,'2018/02/24 11:55:07:266',4,6.898494,-22.702063,-63.41996,?,?,?,?
558,'2018/02/24 11:55:07:293',4,6.373271,-21.899971,-63.938431,?,?,?,?
559,'2018/02/24 11:55:07:329',4,5.72614,-21.162199,-64.397537,?,?,?,?
560,'2018/02/24 11:55:07:362',4,5.165635,-20.606588,-64.696106,?,?,?,?
561,'2018/02/24 11:55:07:407',4,4.614816,-20.176842,-64.920135,?,?,?,?
562,'2018/02/24 11:55:07:436',4,4.109672,-19.909838,-65.082298,?,?,?,?
563,'2018/02/24 11:55:07:461',4,3.628624,-19.787254,-65.215294,?,?,?,?
564,'2018/02/24 11:55:07:499',4,3.207056,-19.76585,-65.321938,?,?,?,?
565,'2018/02/24 11:55:07:534',4,2.837891,-19.82271,-65.40567,?,?,?,?
566,'2018/02/24 11:55:07:567',4,2.488726,-19.935104,-65.491669,?,?,?,?
567,'2018/02/24 11:55:07:603',4,2.213752,-20.072203,-65.553116,?,?,?,?
568,'2018/02/24 11:55:07:634',4,2.008386,-20.21233,-65.585991,?,?,?,?
569,'2018/02/24 11:55:07:662',4,1.85584,-20.353264,-65.591148,?,?,?,?
570,'2018/02/24 11:55:07:702',4,1.799863,-20.485504,-65.524414,?,?,?,?
571,'2018/02/24 11:55:07:732',4,1.899635,-20.63456,-65.290588,?,?,?,?
572,'2018/02/24 11:55:07:760',4,2.286381,-21.047594,-64.580658,?,?,?,?
573,'2018/02/24 11:55:07:801',4,2.82987,-21.512823,-63.840393,?,?,?,?
574,'2018/02/24 11:55:07:837',4,3.808173,-22.24362,-62.609512,?,?,?,?
575,'2018/02/24 11:55:07:863',4,5.049601,-23.539238,-60.677391,?,?,?,?
576,'2018/02/24 11:55:07:904',4,6.894011,-23.992788,-55.7659,?,?,?,?
577,'2018/02/24 11:55:07:932',4,7.861893,-24.081686,-53.22818,?,?,?,?
578,'2018/02/24 11:55:07:965',4,8.525751,-23.384241,-51.17263,?,?,?,?
579,'2018/02/24 11:55:08:002',4,9.187804,-22.404278,-49.003632,?,?,?,?
580,'2018/02/24 11:55:08:035',4,9.824771,-21.459951,-46.89257,?,?,?,?
581,'2018/02/24 11:55:08:063',4,10.713852,-21.220066,-44.721451,?,?,?,?
582,'2018/02/24 11:55:08:098',4,11.41278,-20.72419,-42.672165,?,?,?,?
583,'2018/02/24 11:55:08:129',4,11.895957,-19.950315,-40.595024,?,?,?,?
584,'2018/02/24 11:55:08:168',4,12.195913,-19.484835,-39.324905,?,?,?,?
585,'2018/02/24 11:55:08:200',4,13.061279,-17.836924,-35.629059,?,?,?,?
586,'2018/02/24 11:55:08:235',4,13.880329,-17.060722,-33.602173,?,?,?,?
587,'2018/02/24 11:55:08:271',4,14.841641,-16.237192,-31.586716,?,?,?,?
588,'2018/02/24 11:55:08:299',4,16.985714,-18.064194,-28.77681,?,?,?,?
589,'2018/02/24 11:55:08:332',4,17.609161,-18.378927,-27.715393,?,?,?,?
590,'2018/02/24 11:55:08:361',4,18.088793,-18.555658,-26.871002,?,?,?,?
591,'2018/02/24 11:55:08:403',4,19.891933,-18.983528,-21.728058,?,?,?,?
592,'2018/02/24 11:55:08:466',4,21.099247,-19.378859,-18.797958,?,?,?,?
593,'2018/02/24 11:55:08:500',4,23.614264,-21.682707,-15.480637,?,?,?,?
594,'2018/02/24 11:55:08:531',4,25.408516,-22.849798,-10.788223,?,?,?,?
595,'2018/02/24 11:55:08:570',4,27.374371,-24.414837,-5.704163,?,?,?,?
596,'2018/02/24 11:55:08:601',4,28.02002,-24.783253,-3.738068,?,?,?,?
